name,f_high,f_low
LL53 8,0.027552,0.039397
LL53 9,0.100322,0.129429
LL54 5,0.165110,0.195470
LL54 6,0.080311,0.128649
LL54 7,0.093588,0.096162
LL55 1,0.094790,0.121449
LL55 2,0.070681,0.089805
LL55 3,0.080770,0.108261
LL55 4,0.082195,0.177648
LL55 9,0.081544,0.129480
LL56 4,0.080498,0.084793
LL57 1,0.157138,0.184598
LL57 2,0.042801,0.068623
LL57 3,0.083398,0.164360
LL57 4,0.060830,0.119154
LL57 9,0.079959,0.129842
LL58 8,0.110718,0.153527
LL59 5,0.071042,0.071848
LL60 6,0.001614,0.021611
LL61 5,0.018944,0.029633
LL61 6,0.082804,0.084083
LL62 5,0.042916,0.127874
LL63 5,0.085266,0.087695
LL64 5,0.068916,0.107368
LL65 1,0.078876,0.107733
LL65 2,0.054610,0.065750
LL65 3,0.089172,0.101891
LL65 4,0.029317,0.035484
LL66 0,0.053145,0.075731
LL66 9,0.051173,0.092237
LL67 0,0.066763,0.072692
LL68 0,0.050198,0.080334
LL68 9,0.076830,0.101546
LL69 9,0.009020,0.021563
LL70 9,0.054553,0.078267
LL71 7,0.030844,0.037598
LL71 8,0.022394,0.027297
LL72 8,0.150216,0.159479
LL73 8,0.025054,0.059896
LL74 8,0.038728,0.042523
LL75 7,0.051955,0.098350
LL75 8,0.051785,0.089435
LL76 8,0.032443,0.077559
LL77 7,0.027300,0.036759
LL77 8,0.057283,0.067906
LL77 9,0.033060,0.048464
LL78 7,0.024986,0.059732
LL78 8,0.018045,0.043140
LN1 1,0.012834,0.184367
LN1 2,0.105362,0.262671
LN1 3,0.003904,0.012258
LN1 4,0.141697,0.242613
LN1 5,0.047521,0.279667
LN1 6,0.045541,0.143014
LN10 5,0.030520,0.035131
LN10 6,0.091919,0.098386
LN11 0,0.029009,0.083226
LN11 1,0.025064,0.039861
LN11 7,0.365841,0.517766
LN11 8,0.018283,0.027918
LN11 9,0.006580,0.014326
LN12 1,0.177307,0.988398
LN12 2,0.308698,0.967867
LN13 0,0.021876,0.033679
LN13 3,0.015166,0.054275
LN13 9,0.006006,0.060302
LN2 1,0.004363,0.014122
LN2 2,0.018863,0.025260
LN2 3,0.002413,0.034360
LN2 4,0.001614,0.002264
LN2 5,0.128510,0.134897
LN3 4,0.038939,0.040699
LN3 5,0.063353,0.097962
LN4 1,0.026930,0.028223
LN4 2,0.013203,0.018363
LN4 3,0.057207,0.058723
LN4 4,0.208436,0.272549
LN5 0,0.009197,0.050728
LN5 5,0.071205,0.134666
LN5 7,0.430280,0.630120
LN5 8,0.088734,0.293618
LN5 9,0.009517,0.015355
LN6 0,0.002586,0.010322
LN6 3,0.005509,0.015138
LN6 4,0.021738,0.059734
LN6 5,0.055811,0.165482
LN6 6,0.021738,0.059734
LN6 7,0.125175,0.394226
LN6 8,0.014248,0.030750
LN6 9,0.031852,0.050274
LN7 6,0.007917,0.008321
LN8 2,0.003145,0.006887
LN8 3,0.029252,0.064345
LN8 5,0.002594,0.005680
LN8 6,0.009220,0.018899
LN8 9,0.017768,0.038911
LN9 5,0.009920,0.063705
LN9 6,0.000793,0.014086
LN9 9,0.008133,0.044386
LS1 1,0.027288,0.203481
LS1 2,0.006742,0.085566
LS1 3,0.010419,0.059511
LS1 4,0.104262,0.543001
LS1 5,0.007254,0.041432
LS1 6,0.005510,0.031472
LS1 7,0.020466,0.188325
LS1 8,0.026047,0.148778
LS1 9,0.011236,0.064179
LS10 1,0.051405,0.503484
LS10 2,0.001595,0.015231
LS10 3,0.000800,0.007642
LS10 4,0.000694,0.006626
LS10 9,0.011483,0.109664
LS11 0,0.044492,0.063327
LS11 1,0.005830,0.064130
LS11 5,0.000572,0.168052
LS11 6,0.000637,0.007009
LS11 7,0.000674,0.007414
LS11 8,0.000589,0.011528
LS11 9,0.000810,0.133907
LS12 1,0.000804,0.048877
LS12 2,0.000852,0.002043
LS12 3,0.000677,0.001623
LS12 4,0.004420,0.009097
LS12 5,0.012635,0.013589
LS12 6,0.049370,0.075286
LS12 9,0.008565,0.020536
LS13 1,0.054460,0.074581
LS13 2,0.001019,0.001635
LS13 3,0.001177,0.001889
LS13 4,0.004954,0.017269
LS13 9,0.013657,0.021911
LS14 1,0.000031,0.000254
LS14 2,0.000054,0.000436
LS14 3,0.000044,0.012938
LS14 5,0.000035,0.000281
LS14 6,0.000020,0.000166
LS14 9,0.000352,0.002856
LS15 0,0.000034,0.000080
LS15 4,0.000037,0.000086
LS15 5,0.000310,0.000723
LS15 7,0.000027,0.000062
LS15 8,0.000021,0.000049
LS15 9,0.000052,0.000121
LS16 0,0.000340,0.000793
LS16 5,0.000033,0.000078
LS16 6,0.000025,0.000059
LS16 7,0.000026,0.000060
LS16 8,0.000034,0.000078
LS16 9,0.000042,0.000098
LS17 0,0.000358,0.000733
LS17 1,0.001877,0.003846
LS17 5,0.000189,0.000387
LS17 6,0.000144,0.000295
LS17 7,0.003759,0.003902
LS17 8,0.003192,0.003314
LS17 9,0.000204,0.011288
LS18 4,0.017743,0.021290
LS18 5,0.008469,0.008669
LS19 6,0.009404,0.018824
LS19 7,0.014934,0.029880
LS19 9,0.012843,0.025887
LS2 3,0.027350,0.060252
LS2 7,0.119157,0.262164
LS2 8,0.007125,0.015696
LS2 9,0.006100,0.013438
LS20 8,0.002302,0.002429
LS20 9,0.043563,0.043691
LS21 1,0.064323,0.112144
LS21 2,0.052939,0.075795
LS21 3,0.011081,0.020196
LS21 9,0.045853,0.074699
LS22 4,0.001041,0.006783
LS22 5,0.006175,0.109207
LS22 6,0.010330,0.013495
LS22 7,0.000905,0.005896
LS22 9,0.005881,0.038326
LS23 6,0.007523,0.007607
LS23 7,0.023769,0.024034
LS24 0,0.176176,0.238880
LS24 8,0.050181,0.059828
LS24 9,0.238857,0.326210
LS25 1,0.003296,0.007666
LS25 2,0.003475,0.008081
LS25 3,0.030743,0.041369
LS25 4,0.023123,0.031115
LS25 5,0.040870,0.082819
LS25 6,0.118554,0.311353
LS25 7,0.006688,0.010355
LS25 9,0.035270,0.082024
LS26 0,0.000256,0.008149
LS26 8,0.000237,0.030064
LS26 9,0.020026,0.095277
LS27 0,0.000023,0.000123
LS27 1,0.000313,0.001636
LS27 7,0.000019,0.003111
LS27 8,0.000019,0.000101
LS27 9,0.000026,0.000135
LS28 0,0.003829,0.005117
LS28 5,0.000235,0.000314
LS28 6,0.000435,0.000581
LS28 7,0.000255,0.000341
LS28 8,0.004894,0.009556
LS28 9,0.015941,0.016074
LS29 0,0.068734,0.110650
LS29 1,0.038213,0.060377
LS29 6,0.002852,0.004506
LS29 7,0.006486,0.011792
LS29 8,0.102730,0.136456
LS29 9,0.003382,0.031892
LS3 1,0.051845,0.163853
LS4 2,0.067565,0.111092
LS5 2,0.026278,0.040611
LS5 3,0.028611,0.043025
LS6 1,0.000122,0.000708
LS6 2,0.000136,0.000786
LS6 3,0.000144,0.000838
LS6 4,0.004123,0.028711
LS7 1,0.103779,0.154792
LS7 2,0.070984,0.086728
LS7 3,0.003712,0.005046
LS7 4,0.003607,0.004903
LS7 9,0.038238,0.051970
LS8 1,0.000313,0.001199
LS8 2,0.000273,0.001043
LS8 3,0.004983,0.005923
LS8 4,0.007878,0.031422
LS8 5,0.006088,0.041326
LS8 9,0.003571,0.013669
LS9 0,0.011440,0.028388
LS9 6,0.029208,0.035588
LS9 7,0.044231,0.047513
LS9 8,0.018842,0.153416
LS9 9,0.003091,0.007414
LU1 1,0.014351,0.023896
LU1 2,0.019946,0.030051
LU1 3,0.000488,0.000792
LU1 4,0.000660,0.001071
LU1 5,0.000476,0.000772
LU1 9,0.005712,0.009268
LU2 0,0.000007,0.000021
LU2 7,0.000005,0.000015
LU2 8,0.000007,0.000020
LU2 9,0.000007,0.000021
LU3 1,0.007976,0.040143
LU3 2,0.004178,0.032829
LU3 3,0.000264,0.001561
LU3 4,0.000754,0.004460
LU4 0,0.000294,0.000786
LU4 8,0.000433,0.001159
LU4 9,0.010490,0.027975
LU5 4,0.000208,0.000523
LU5 5,0.006879,0.017200
LU5 6,0.000166,0.000419
LU5 7,0.000860,0.002165
LU6 1,0.000010,0.000028
LU6 2,0.000011,0.000032
LU6 3,0.000011,0.000033
LU6 9,0.000125,0.000369
LU7 0,0.010038,0.011199
LU7 1,0.001231,0.022828
LU7 2,0.000946,0.027395
LU7 3,0.026947,0.064346
LU7 4,0.010693,0.022250
LU7 6,0.009599,0.028062
LU7 9,0.000693,0.016467
M1 1,0.007579,0.016149
M1 2,0.012240,0.032159
M1 3,0.008068,0.017191
M1 4,0.010279,0.021901
M1 5,0.039066,0.183320
M1 6,0.050007,0.101796
M1 7,0.147504,0.205988
M11 1,0.000156,0.000650
M11 2,0.005461,0.021869
M11 3,0.000207,0.000860
M11 4,0.000117,0.000487
M12 0,0.002415,0.039697
M12 4,0.000248,0.019456
M12 5,0.000205,0.045737
M12 6,0.009116,0.059078
M13 0,0.000177,0.003929
M13 9,0.004626,0.119418
M14 0,0.080408,0.145977
M14 4,0.007084,0.065725
M14 5,0.009589,0.032792
M14 6,0.077349,0.185813
M14 7,0.232572,0.293332
M15 4,0.024095,0.027351
M15 5,0.001249,0.039373
M15 6,0.001209,0.133361
M16 0,0.003278,0.076339
M16 6,0.037864,0.131712
M16 7,0.003623,0.050882
M16 8,0.137060,0.379223
M16 9,0.003264,0.011354
M17 1,0.000228,0.026911
M17 8,0.000834,0.015340
M18 7,0.000022,0.000310
M18 8,0.000023,0.006776
M19 1,0.000092,0.029664
M19 2,0.003433,0.052037
M19 3,0.000126,0.002579
M2 1,0.000492,0.002407
M2 2,0.000591,0.002888
M2 3,0.000470,0.002297
M2 4,0.000339,0.001657
M2 5,0.000440,0.002151
M2 6,0.000398,0.001944
M2 7,0.000383,0.001872
M20 1,0.001214,0.132372
M20 2,0.010548,0.042650
M20 3,0.024703,0.070560
M20 4,0.036244,0.090681
M20 5,0.002109,0.518104
M20 6,0.001037,0.008901
M21 0,0.096834,0.296450
M21 3,0.029516,0.136421
M21 7,0.021450,0.068824
M21 8,0.016089,0.029369
M21 9,0.002429,0.167607
M22 0,0.003182,0.003543
M22 1,0.001834,0.002042
M22 2,0.021001,0.023386
M22 4,0.014167,0.014320
M22 5,0.001954,0.002175
M22 8,0.101871,0.113846
M22 9,0.018265,0.018462
M23 0,0.008085,0.035884
M23 1,0.000651,0.002255
M23 2,0.000706,0.002444
M23 9,0.012455,0.033615
M24 0,0.001754,0.012697
M24 1,0.003569,0.011220
M24 2,0.000101,0.015098
M24 4,0.003557,0.024928
M24 5,0.000143,0.001036
M24 6,0.000203,0.001468
M25 0,0.005287,0.015915
M25 1,0.000134,0.000449
M25 2,0.000329,0.001099
M25 3,0.000249,0.000833
M25 9,0.000136,0.000453
M26 1,0.020820,0.063560
M26 2,0.084165,0.315203
M26 3,0.002086,0.007478
M26 4,0.002288,0.008202
M26 6,0.024821,0.088990
M27 0,0.000020,0.000272
M27 4,0.000025,0.000346
M27 5,0.000017,0.000231
M27 6,0.000023,0.000326
M27 8,0.000016,0.008358
M27 9,0.000024,0.000328
M28 0,0.000514,0.002691
M28 1,0.000280,0.001466
M28 2,0.009489,0.070361
M28 3,0.000235,0.013240
M28 7,0.011741,0.013610
M28 8,0.003909,0.020451
M29 2,0.002126,0.014064
M29 7,0.000140,0.017430
M29 8,0.003570,0.007813
M3 1,0.055197,0.301353
M3 2,0.052364,0.141744
M3 3,0.004529,0.074695
M3 4,0.011198,0.094223
M3 5,0.002335,0.366640
M3 6,0.002599,0.234173
M3 7,0.001954,0.378627
M30 0,0.000285,0.002508
M30 3,0.004482,0.039370
M30 7,0.004697,0.020635
M30 8,0.013855,0.142544
M30 9,0.000385,0.007671
M31 4,0.000056,0.000273
M32 0,0.003733,0.011324
M32 2,0.001892,0.057410
M32 8,0.000211,0.174012
M32 9,0.000165,0.022481
M33 0,0.012531,0.026784
M33 2,0.000762,0.007707
M33 3,0.061113,0.068367
M33 4,0.000864,0.001847
M33 5,0.000838,0.041925
M33 6,0.001266,0.027958
M33 7,0.001235,0.002639
M34 0,0.000176,0.002444
M34 2,0.000014,0.000195
M34 3,0.000012,0.000171
M34 5,0.000010,0.005922
M34 6,0.000020,0.000273
M34 7,0.000013,0.000174
M35 0,0.000027,0.000131
M35 9,0.000032,0.000155
M38 0,0.000133,0.000652
M38 9,0.000047,0.000231
M4 1,0.001220,0.010634
M4 2,0.003985,0.034739
M4 3,0.004270,0.037221
M4 4,0.007997,0.186016
M4 5,0.000964,0.008405
M4 6,0.000913,0.007956
M4 7,0.019626,0.028168
M40 0,0.001446,0.001701
M40 1,0.001160,0.001364
M40 2,0.001116,0.001312
M40 3,0.001246,0.001466
M40 4,0.011713,0.013781
M40 5,0.089613,0.101621
M40 7,0.004765,0.004925
M40 8,0.001316,0.001548
M40 9,0.001502,0.001767
M41 0,0.000627,0.002653
M41 4,0.005176,0.021890
M41 5,0.000566,0.002392
M41 6,0.028196,0.096341
M41 7,0.000647,0.002736
M41 8,0.000569,0.013394
M41 9,0.000435,0.010243
M43 0,0.000352,0.001722
M43 6,0.000024,0.000117
M43 7,0.000020,0.000097
M44 5,0.009709,0.040126
M44 6,0.011436,0.071704
M45 6,0.000047,0.000858
M45 7,0.000025,0.000463
M45 8,0.000029,0.013040
M46 0,0.000026,0.031900
M46 9,0.000024,0.007676
M5 0,0.005415,0.136280
M5 3,0.005179,0.330493
M5 4,0.008140,0.056856
M5 5,0.000669,0.016825
M50 1,0.002282,0.102850
M50 2,0.001364,0.061474
M50 3,0.010455,0.554656
M6 5,0.000125,0.009029
M6 6,0.000128,0.388083
M6 7,0.000144,0.010370
M6 8,0.004288,0.012895
M7 1,0.224120,0.904420
M7 2,0.004479,0.348763
M7 3,0.004925,0.441915
M7 4,0.002484,0.019373
M8 0,0.014386,0.017787
M8 2,0.005372,0.042095
M8 4,0.000590,0.010120
M8 5,0.000767,0.041728
M8 8,0.000587,0.086568
M8 9,0.007637,0.060979
M9 0,0.000283,0.000904
M9 4,0.000160,0.000510
M9 5,0.012598,0.025495
M9 6,0.000156,0.000499
M9 7,0.000314,0.001001
M9 8,0.000172,0.008988
M9 9,0.002041,0.006508
M90 1,0.002339,0.011439
M90 3,0.001624,0.007944
M90 4,0.001886,0.009225
M90 5,0.001499,0.007333
ME1 1,0.029943,0.049015
ME1 2,0.000968,0.001934
ME1 3,0.009300,0.027146
ME1 9,0.013214,0.026406
ME10 1,0.000812,0.001906
ME10 2,0.020102,0.056562
ME10 3,0.032745,0.065837
ME10 4,0.000991,0.002326
ME10 5,0.002707,0.006353
ME10 9,0.011990,0.028137
ME11 5,0.000489,0.020034
ME12 1,0.002274,0.003530
ME12 2,0.005920,0.050979
ME12 3,0.001472,0.005352
ME12 4,0.105812,0.107117
ME12 6,0.021814,0.033856
ME12 9,0.023996,0.037241
ME13 0,0.015850,0.016392
ME13 3,0.025938,0.031952
ME13 7,0.074813,0.095146
ME13 8,0.004644,0.005012
ME13 9,0.005731,0.006185
ME14 1,0.023442,0.058245
ME14 2,0.000476,0.000951
ME14 3,0.007818,0.008689
ME14 4,0.000614,0.001225
ME14 5,0.004124,0.004583
ME14 9,0.002515,0.005023
ME15 0,0.000797,0.011675
ME15 6,0.034890,0.082552
ME15 7,0.000634,0.001603
ME15 8,0.000462,0.001167
ME15 9,0.000525,0.001327
ME16 0,0.009468,0.033113
ME16 8,0.046488,0.085120
ME16 9,0.006148,0.012630
ME17 1,0.003199,0.006398
ME17 2,0.000200,0.000399
ME17 3,0.000134,0.003393
ME17 4,0.003500,0.003643
ME18 5,0.028196,0.055599
ME18 6,0.362565,0.434044
ME19 4,0.000545,0.000660
ME19 5,0.004509,0.004643
ME19 6,0.019783,0.023747
ME2 1,0.018769,0.045456
ME2 2,0.051430,0.069401
ME2 3,0.005172,0.007937
ME2 4,0.170233,0.261030
ME20 6,0.046933,0.062754
ME20 7,0.042269,0.134851
ME3 0,0.002365,0.020218
ME3 7,0.000715,0.001915
ME3 8,0.003862,0.004804
ME3 9,0.019777,0.055948
ME4 3,0.021943,0.464730
ME4 4,0.089519,0.251470
ME4 5,0.002386,0.011491
ME4 6,0.002631,0.012670
ME4 9,0.029465,0.141909
ME5 0,0.000029,0.000057
ME5 7,0.000029,0.000057
ME5 8,0.000024,0.000046
ME5 9,0.000027,0.000052
ME6 5,0.004161,0.004252
ME6 9,0.002052,0.002571
ME7 1,0.050243,0.092909
ME7 2,0.001138,0.010896
ME7 3,0.001376,0.002749
ME7 4,0.001467,0.002932
ME7 5,0.001179,0.002356
ME7 9,0.013206,0.026392
ME8 0,0.000029,0.000215
ME8 1,0.000323,0.002406
ME8 6,0.000027,0.000198
ME8 7,0.000028,0.009023
ME8 8,0.000026,0.000191
ME8 9,0.000025,0.000185
ME9 0,0.001022,0.001554
ME9 7,0.011028,0.011364
ME9 8,0.011506,0.015467
ME9 9,0.010669,0.025777
MK1 1,0.000292,0.001100
MK1 9,0.001199,0.004511
MK10 0,0.000093,0.013556
MK10 1,0.000080,0.011664
MK10 7,0.000015,0.002249
MK10 9,0.000010,0.043944
MK11 1,0.013334,0.033395
MK11 2,0.004329,0.011079
MK11 3,0.004107,0.010511
MK11 4,0.001907,0.004880
MK11 9,0.008009,0.020496
MK12 5,0.000029,0.000109
MK12 6,0.000066,0.000249
MK13 0,0.000029,0.000110
MK13 7,0.000020,0.000076
MK13 8,0.000030,0.000112
MK13 9,0.000036,0.000136
MK14 5,0.000021,0.000079
MK14 6,0.000024,0.000091
MK14 7,0.000028,0.000105
MK15 0,0.001434,0.001789
MK15 8,0.001455,0.001815
MK15 9,0.008792,0.008987
MK16 0,0.029590,0.157198
MK16 6,0.019268,0.080503
MK16 8,0.026942,0.036329
MK16 9,0.001956,0.069087
MK17 0,0.004467,0.004584
MK17 7,0.009979,0.010238
MK17 8,0.000172,0.000243
MK17 9,0.004524,0.008879
MK18 1,0.027402,0.032919
MK18 2,0.004812,0.005023
MK18 3,0.000761,0.000967
MK18 4,0.005683,0.010694
MK18 5,0.001382,0.001755
MK18 6,0.007164,0.009101
MK18 7,0.001612,0.002048
MK18 9,0.009671,0.012286
MK19 6,0.000027,0.000381
MK19 7,0.000029,0.005718
MK2 2,0.004761,0.004824
MK2 3,0.000309,0.000386
MK3 4,0.002509,0.002834
MK3 5,0.007843,0.007874
MK3 6,0.000358,0.000405
MK3 7,0.000236,0.000266
MK4 1,0.006717,0.006772
MK4 2,0.000236,0.000294
MK4 3,0.000285,0.000355
MK4 4,0.000124,0.000155
MK40 1,0.000180,0.112199
MK40 2,0.000109,0.002130
MK40 3,0.004417,0.010705
MK40 4,0.000072,0.012921
MK40 9,0.001242,0.024174
MK41 0,0.000078,0.008100
MK41 6,0.008878,0.062426
MK41 7,0.000067,0.000572
MK41 8,0.000101,0.000865
MK41 9,0.000094,0.000803
MK42 0,0.006059,0.142200
MK42 5,0.008150,0.088273
MK42 6,0.022119,0.166192
MK42 7,0.008071,0.055095
MK42 8,0.004690,0.011151
MK42 9,0.007139,0.085035
MK43 0,0.002887,0.005875
MK43 1,0.003503,0.008255
MK43 2,0.003194,0.007527
MK43 7,0.009128,0.009766
MK43 8,0.011775,0.027485
MK43 9,0.000389,0.011670
MK44 1,0.014202,0.014636
MK44 2,0.000831,0.001277
MK44 3,0.011739,0.023168
MK45 1,0.003738,0.003942
MK45 2,0.003797,0.007118
MK45 3,0.042134,0.045810
MK45 4,0.000804,0.008401
MK45 5,0.001367,0.001781
MK45 9,0.010937,0.014251
MK46 4,0.000046,0.000173
MK46 5,0.000029,0.000110
MK5 6,0.000025,0.000094
MK5 7,0.000029,0.000108
MK5 8,0.000038,0.000144
MK6 1,0.000092,0.000347
MK6 2,0.000011,0.000042
MK6 3,0.000020,0.000077
MK6 4,0.000034,0.000129
MK6 5,0.000029,0.000108
MK7 6,0.003600,0.011559
MK7 7,0.020593,0.042724
MK7 8,0.008532,0.059755
MK8 0,0.000030,0.000112
MK8 1,0.000020,0.000075
MK8 8,0.000027,0.000101
MK8 9,0.000037,0.000139
MK9 1,0.000118,0.000442
MK9 2,0.000096,0.000362
MK9 3,0.000080,0.000301
MK9 4,0.000145,0.000547
ML1 1,0.001112,0.002059
ML1 2,0.004734,0.005413
ML1 3,0.019262,0.029114
ML1 4,0.014175,0.036444
ML1 5,0.006694,0.010258
ML1 9,0.004048,0.007496
ML10 6,0.014480,0.017386
ML11 0,0.008699,0.008706
ML11 7,0.005314,0.005321
ML11 8,0.008291,0.008298
ML11 9,0.030697,0.030702
ML12 6,0.049878,0.079215
ML12 9,0.047800,0.075861
ML2 0,0.000021,0.000031
ML2 2,0.000233,0.000348
ML2 7,0.000019,0.000028
ML2 8,0.000017,0.000025
ML2 9,0.000024,0.000035
ML3 0,0.006846,0.012640
ML3 3,0.005314,0.006398
ML3 6,0.027574,0.033094
ML3 7,0.014969,0.017965
ML3 8,0.013853,0.014013
ML3 9,0.000797,0.000960
ML4 1,0.000037,0.000055
ML4 2,0.000029,0.000043
ML4 3,0.000044,0.000065
ML4 9,0.000361,0.000538
ML5 1,0.023563,0.047223
ML5 2,0.008789,0.017648
ML5 3,0.015673,0.059442
ML5 4,0.014934,0.019367
ML5 5,0.001049,0.002175
ML5 9,0.012063,0.025010
ML6 0,0.012066,0.012262
ML6 1,0.006783,0.008521
ML6 6,0.009205,0.009355
ML6 7,0.003811,0.007283
ML6 8,0.009678,0.009785
ML6 9,0.000524,0.004519
ML7 4,0.000602,0.000630
ML7 5,0.007764,0.007782
ML7 9,0.005208,0.005448
ML8 4,0.009402,0.010337
ML8 5,0.016405,0.035798
ML9 1,0.005255,0.010230
ML9 2,0.007258,0.007462
ML9 3,0.004664,0.009079
ML9 9,0.005969,0.008950
N1 0,0.000005,0.000025
N1 1,0.000006,0.000028
N1 2,0.000005,0.000022
N1 3,0.000007,0.000035
N1 4,0.000007,0.000034
N1 5,0.000006,0.000029
N1 6,0.000006,0.000032
N1 7,0.000005,0.000026
N1 8,0.000006,0.000030
N1 9,0.000007,0.000032
N10 1,0.000035,0.000175
N10 2,0.000034,0.000170
N10 3,0.000031,0.000151
N10 9,0.000296,0.001458
N11 1,0.004848,0.005392
N11 2,0.000163,0.005039
N11 3,0.000178,0.010257
N12 0,0.000326,0.000413
N12 2,0.003114,0.003944
N12 7,0.014837,0.014956
N12 8,0.000281,0.000355
N12 9,0.000316,0.000400
N13 4,0.014478,0.083807
N13 5,0.000640,0.033893
N13 6,0.010607,0.094220
N14 4,0.000130,0.000536
N14 5,0.000197,0.000813
N14 6,0.000202,0.000832
N14 7,0.007716,0.030894
N14 9,0.001697,0.006989
N15 3,0.000024,0.000118
N15 4,0.000018,0.000091
N15 5,0.000023,0.000112
N15 6,0.000020,0.000099
N16 0,0.000015,0.000073
N16 1,0.000133,0.000657
N16 5,0.000011,0.000055
N16 6,0.000013,0.000062
N16 7,0.000013,0.000066
N16 8,0.000012,0.000058
N16 9,0.000019,0.000096
N17 0,0.105117,0.398354
N17 1,0.037818,0.151395
N17 6,0.006228,0.024922
N17 7,0.003960,0.015853
N17 8,0.004943,0.065542
N17 9,0.056191,0.218443
N18 1,0.005220,0.088167
N18 2,0.090189,0.436740
N18 3,0.174286,0.507463
N18 9,0.061858,0.294778
N19 3,0.000019,0.000093
N19 4,0.000024,0.000118
N19 5,0.000021,0.000104
N19 9,0.000233,0.001149
N1C 4,0.000285,0.001406
N2 0,0.000023,0.000731
N2 2,0.000276,0.008951
N2 8,0.000037,0.001186
N2 9,0.000032,0.024439
N20 0,0.000020,0.000098
N20 2,0.000273,0.001346
N20 8,0.000039,0.000191
N20 9,0.000035,0.000170
N21 1,0.014013,0.014261
N21 2,0.017144,0.022767
N21 3,0.001289,0.001619
N21 9,0.011153,0.014006
N22 5,0.000021,0.000103
N22 6,0.000020,0.000101
N22 7,0.000034,0.000167
N22 8,0.000024,0.000118
N22 9,0.000217,0.001071
N3 1,0.000156,0.000234
N3 2,0.000189,0.000283
N3 3,0.004965,0.005055
N3 9,0.001881,0.002820
N4 1,0.000016,0.000077
N4 2,0.000011,0.000053
N4 3,0.000015,0.000074
N4 4,0.000022,0.000110
N5 1,0.000031,0.000154
N5 2,0.000033,0.000165
N5 9,0.000351,0.001728
N6 4,0.000037,0.000184
N6 5,0.000023,0.000112
N6 6,0.000045,0.000224
N7 0,0.000016,0.000079
N7 6,0.000022,0.000108
N7 7,0.000021,0.000103
N7 8,0.000014,0.000069
N7 9,0.000016,0.000079
N8 0,0.000024,0.000121
N8 7,0.000021,0.000104
N8 8,0.000023,0.000114
N8 9,0.000022,0.000110
N9 0,0.069845,0.315108
N9 1,0.030052,0.220365
N9 7,0.045750,0.183018
N9 8,0.008086,0.360643
N9 9,0.002058,0.080162
NE1 1,0.002674,0.002815
NE1 2,0.019665,0.019743
NE1 3,0.025751,0.025854
NE1 4,0.001524,0.001605
NE1 5,0.001792,0.001887
NE1 6,0.002297,0.002419
NE1 7,0.002471,0.002602
NE1 8,0.002912,0.003066
NE10 0,0.000014,0.000039
NE10 8,0.000010,0.000028
NE10 9,0.000014,0.000039
NE11 0,0.066121,0.134822
NE11 9,0.006026,0.058637
NE12 2,0.002584,0.005279
NE12 5,0.000718,0.001466
NE12 6,0.000237,0.000484
NE12 7,0.000364,0.000743
NE12 8,0.007684,0.011631
NE12 9,0.000253,0.005419
NE13 6,0.000259,0.000769
NE13 7,0.005620,0.006100
NE13 8,0.000677,0.002009
NE13 9,0.000351,0.016547
NE15 0,0.000026,0.000473
NE15 6,0.000015,0.000275
NE15 7,0.000013,0.000236
NE15 8,0.000011,0.008203
NE15 9,0.000011,0.000203
NE16 3,0.082108,0.092424
NE16 4,0.000990,0.001138
NE16 5,0.000653,0.000750
NE16 6,0.001081,0.001243
NE17 7,0.083435,0.101425
NE18 0,0.000312,0.000850
NE19 1,0.009608,0.027409
NE19 2,0.009021,0.010468
NE2 1,0.000026,0.000071
NE2 2,0.000036,0.000097
NE2 3,0.000038,0.000104
NE2 4,0.000042,0.000115
NE20 0,0.022757,0.027780
NE20 2,0.018469,0.066692
NE20 9,0.016304,0.098261
NE21 4,0.007352,0.090967
NE21 5,0.042260,0.045050
NE21 6,0.006607,0.009275
NE22 5,0.000018,0.000050
NE22 6,0.000024,0.000067
NE22 7,0.000031,0.000085
NE23 0,0.001059,0.007842
NE23 1,0.000126,0.000934
NE23 2,0.000172,0.001275
NE23 3,0.000153,0.037368
NE23 6,0.000071,0.000526
NE23 7,0.003608,0.011155
NE23 8,0.000137,0.001019
NE24 1,0.006297,0.006654
NE24 2,0.000203,0.000510
NE24 3,0.000139,0.011064
NE24 4,0.000133,0.000334
NE24 5,0.004293,0.004537
NE24 9,0.001947,0.004894
NE25 0,0.000120,0.007924
NE25 8,0.000155,0.000736
NE25 9,0.004215,0.012879
NE26 1,0.007391,0.007449
NE26 2,0.000291,0.000347
NE26 3,0.000253,0.000302
NE26 4,0.000299,0.000357
NE27 0,0.000022,0.000061
NE27 9,0.000169,0.000462
NE28 0,0.000564,0.001579
NE28 6,0.006208,0.012861
NE28 7,0.000453,0.001268
NE28 8,0.017977,0.053844
NE28 9,0.000309,0.000864
NE29 0,0.001040,0.001063
NE29 1,0.010716,0.010946
NE29 6,0.045804,0.045825
NE29 7,0.000957,0.000977
NE29 8,0.000965,0.000986
NE29 9,0.001429,0.001460
NE3 1,0.000824,0.001738
NE3 2,0.033921,0.034573
NE3 3,0.000635,0.001338
NE3 4,0.000695,0.001464
NE3 5,0.000969,0.062483
NE3 9,0.008821,0.018593
NE30 1,0.000036,0.009473
NE30 2,0.000018,0.000195
NE30 3,0.000019,0.000199
NE30 4,0.000024,0.000260
NE31 1,0.000019,0.000051
NE31 2,0.000018,0.000049
NE32 3,0.000019,0.000053
