name,hh_total,hh_depchild
BN5 9,3436.92,849.13
BN50 8,319.38,39.3
BN50 9,88.72,10.92
BN51 9,158.47,28.58
BN52 9,611.25,103.75
BN6 0,82.98,24.39
BN6 8,3768.55,1053.72
BN6 9,3883.6,1300.36
BN7 1,3607.08,1056.06
BN7 2,3093.75,802.07
BN7 3,1570.55,376.22
BN7 9,524.65,104.0
BN8 4,2541.83,723.43
BN8 5,2498.59,681.93
BN8 6,1756.99,412.68
BN88 1,89.05,15.82
BN9 0,1783.41,470.56
BN9 1,75.96,24.45
BN9 9,3931.92,1256.72
BN95 1,12.23,2.23
BN99 3,68.58,21.77
BN99 4,52.17,17.49
BN99 6,525.16,186.67
BN99 8,508.11,139.26
BN99 9,213.17,59.69
BR1 1,1211.25,326.52
BR1 2,5024.65,1701.01
BR1 3,5061.31,1601.45
BR1 4,5796.02,1983.21
BR1 5,6475.34,2437.81
BR1 9,633.26,174.52
BR2 0,5331.85,1637.7
BR2 6,1179.31,326.22
BR2 7,3442.68,1254.52
BR2 8,4129.24,1484.85
BR2 9,5999.52,2015.84
BR3 1,4555.68,1163.99
BR3 3,5018.43,1813.43
BR3 4,5722.18,1910.41
BR3 5,3410.11,800.12
BR3 6,2349.51,644.48
BR3 9,353.47,102.63
BR4 0,3429.13,1228.37
BR4 4,88.84,30.8
BR4 9,3897.5,1176.54
BR5 1,4729.67,1629.39
BR5 2,5214.15,1920.65
BR5 3,4312.82,1558.64
BR5 4,4613.78,1479.61
BR6 0,3977.3,1174.56
BR6 1,293.08,74.11
BR6 6,2544.17,849.82
BR6 7,3826.5,1096.54
BR6 8,3246.41,1055.51
BR6 9,5794.12,1946.87
BR7 5,3365.12,1058.09
BR7 6,4200.69,1343.99
BR7 9,27.37,7.08
BR8 7,6644.13,2050.75
BR8 8,2812.57,852.12
BR8 9,159.82,52.76
BS1 1,282.86,19.83
BS1 2,340.7,25.7
BS1 3,1020.98,137.44
BS1 4,719.47,66.2
BS1 5,1716.86,166.65
BS1 6,3194.35,371.66
BS1 9,288.59,67.76
BS10 5,3784.92,1250.69
BS10 6,4635.42,1423.36
BS10 7,3947.04,1224.24
BS11 0,4206.93,1503.63
BS11 1,61.92,16.69
BS11 8,231.77,90.8
BS11 9,3310.65,975.66
BS13 0,3161.82,1279.5
BS13 7,3767.22,982.92
BS13 8,3366.52,1125.89
BS13 9,2502.49,846.13
BS14 0,4536.8,1353.88
BS14 8,3689.14,956.38
BS14 9,4625.97,1346.05
BS15 0,204.23,49.16
BS15 1,5041.44,1433.43
BS15 3,4175.85,1094.6
BS15 4,5419.78,1505.22
BS15 8,3198.95,938.0
BS15 9,3209.55,878.95
BS16 0,221.35,63.57
BS16 1,5803.5,1619.79
BS16 2,4118.06,1131.52
BS16 3,3332.45,961.52
BS16 4,4108.85,1260.11
BS16 5,4553.72,1212.9
BS16 6,4574.15,1393.76
BS16 7,4690.9,1942.76
BS16 9,3771.73,1157.09
BS2 0,2233.28,406.96
BS2 2,91.11,26.06
BS2 8,2861.17,468.2
BS2 9,2747.73,677.15
BS20 0,2110.94,563.3
BS20 1,129.24,32.16
BS20 6,3638.91,948.96
BS20 7,5893.37,1882.52
BS20 8,2591.27,639.2
BS21 5,1937.82,526.88
BS21 6,4487.72,1168.57
BS21 7,4281.52,861.34
BS21 9,116.53,13.5
BS22 6,3608.57,863.5
BS22 7,4141.15,1396.33
BS22 8,4513.1,1147.45
BS22 9,3838.88,869.16
BS23 1,2883.99,476.21
BS23 2,4609.5,708.43
BS23 3,5692.97,1708.22
BS23 4,3746.55,873.66
BS23 9,526.23,101.07
BS24 0,1025.2,227.5
BS24 6,547.73,184.62
BS24 7,4178.06,1753.68
BS24 8,1693.56,655.45
BS24 9,2824.75,702.04
BS25 1,1951.59,442.74
BS25 5,965.27,247.02
BS25 9,49.77,10.47
BS26 2,2125.62,539.65
BS27 3,3018.98,767.07
BS27 9,56.71,10.48
BS28 4,1446.37,358.35
BS29 6,1318.53,327.03
BS3 1,4317.18,973.34
BS3 2,3101.54,842.08
BS3 3,2771.01,583.23
BS3 4,3458.95,800.57
BS3 5,3838.5,1137.73
BS3 9,315.52,32.76
BS30 5,2181.71,594.09
BS30 6,1686.44,471.66
BS30 7,1458.25,406.13
BS30 8,3970.5,1155.7
BS30 9,3291.38,816.81
BS31 1,4098.68,1015.0
BS31 2,4448.47,1335.05
BS31 3,1686.69,419.21
BS31 9,106.6,27.81
BS32 0,2528.72,900.61
BS32 4,2527.64,752.68
BS32 8,3049.1,991.63
BS32 9,1984.69,717.47
BS34 4,152.97,66.91
BS34 5,4993.16,1727.24
BS34 6,2751.21,764.99
BS34 7,3132.42,745.43
BS34 8,3747.34,1120.56
BS34 9,269.15,72.14
BS35 1,3109.6,914.22
BS35 2,2801.07,736.35
BS35 3,1781.01,426.07
BS35 4,2093.48,546.78
BS35 5,201.68,58.11
BS35 9,65.4,18.0
BS36 1,2640.68,732.92
BS36 2,3845.6,1142.24
BS36 9,37.1,9.23
BS37 0,332.52,72.0
BS37 4,3969.36,1140.99
BS37 5,3237.74,865.5
BS37 6,3795.41,896.73
BS37 7,3138.48,958.04
BS37 8,2394.52,799.57
BS37 9,388.36,99.4
BS39 4,1032.7,259.19
BS39 5,1972.96,642.35
BS39 6,1277.71,356.93
BS39 7,2655.39,806.81
BS4 1,5168.19,1912.85
BS4 2,4486.01,1338.93
BS4 3,4071.96,1035.42
BS4 4,5307.0,1553.37
BS4 5,1900.8,553.53
BS4 9,205.42,22.55
BS40 5,2011.1,548.89
BS40 6,938.21,244.81
BS40 7,760.97,212.68
BS40 8,1571.17,442.24
BS40 9,311.26,80.26
BS41 8,395.9,120.29
BS41 9,2218.82,777.71
BS48 1,2114.29,543.14
BS48 2,3135.61,752.3
BS48 3,2251.54,755.15
BS48 4,2358.43,565.31
BS48 9,107.36,25.0
BS49 4,3488.46,967.87
BS49 5,1452.31,369.23
BS5 0,3860.24,1192.64
BS5 5,199.29,61.22
BS5 6,5090.44,1517.99
BS5 7,5319.19,1564.83
BS5 8,4596.23,1095.88
BS5 9,4215.9,1106.68
BS6 5,4176.22,780.25
BS6 6,4808.1,690.64
BS6 7,4122.75,1243.48
BS6 9,332.89,71.05
BS7 0,6141.33,1586.38
BS7 8,4237.03,1290.07
BS7 9,6537.71,2002.38
BS8 1,2277.08,212.29
BS8 2,3291.09,404.29
BS8 3,2614.21,498.21
BS8 4,3644.75,508.13
BS8 9,177.49,17.32
BS9 0,143.73,39.79
BS9 1,2900.51,782.55
BS9 2,3007.59,949.97
BS9 3,3151.47,994.15
BS9 4,3213.66,1020.68
BS98 1,12.73,1.37
BS99 1,52.06,14.89
BS99 2,13.02,3.72
BS99 3,26.03,7.45
BS99 5,52.06,14.89
BS99 6,298.42,76.36
BS99 7,95.45,27.3
CA1 1,1174.98,177.56
CA1 2,5112.19,1243.1
CA1 3,4970.0,1412.87
CA1 9,318.17,57.21
CA10 1,2406.31,564.98
CA10 2,1747.5,366.83
CA10 3,2086.06,462.88
CA11 0,1984.47,413.06
CA11 1,301.36,59.97
CA11 7,2219.1,463.85
CA11 8,3743.71,864.69
CA11 9,2328.1,540.98
CA12 4,1702.31,321.61
CA12 5,1684.05,279.15
CA12 9,17.39,3.57
CA13 0,3873.73,916.12
CA13 3,55.26,7.53
CA13 9,3149.82,660.87
CA14 1,3965.34,1028.8
CA14 2,2272.82,442.82
CA14 3,4201.19,1081.15
CA14 4,2684.61,592.49
CA14 5,3341.68,971.66
CA14 9,266.05,63.36
CA15 6,2025.02,455.15
CA15 7,3089.5,823.93
CA15 8,2101.49,569.67
CA15 9,19.56,3.31
CA16 6,2923.56,569.09
CA17 4,2223.79,453.61
CA18 1,157.34,30.71
CA19 1,511.25,73.08
CA2 4,4526.03,1275.26
CA2 5,3240.44,642.64
CA2 6,4780.72,1165.0
CA2 7,5886.37,1541.27
CA20 1,1507.69,301.05
CA21 2,358.99,80.3
CA22 2,3836.37,918.4
CA22 9,50.3,12.33
CA23 3,732.57,165.15
CA24 3,439.61,95.76
CA25 5,2760.34,649.44
CA26 3,1561.65,370.94
CA27 0,644.53,144.38
CA28 0,238.98,36.96
CA28 6,3666.68,952.94
CA28 7,1548.19,151.73
CA28 8,3717.23,941.26
CA28 9,3491.13,1037.67
CA3 0,2804.32,694.35
CA3 8,618.24,70.74
CA3 9,3578.39,873.67
CA4 0,1450.37,342.44
CA4 8,2282.73,507.33
CA4 9,651.33,142.58
CA5 6,1550.1,365.8
CA5 7,1464.31,319.98
CA6 4,1716.98,459.13
CA6 5,1508.8,331.09
CA6 6,776.46,149.86
CA7 0,953.65,222.68
CA7 1,756.37,169.01
CA7 2,917.15,203.59
CA7 3,1515.97,370.56
CA7 4,1956.35,386.41
CA7 5,801.2,170.92
CA7 7,41.1,12.86
CA7 8,909.17,171.67
CA7 9,2646.35,600.62
CA8 0,16.04,3.12
CA8 1,2168.14,451.98
CA8 2,789.64,157.3
CA8 7,596.7,110.39
CA8 9,1143.85,241.96
CA9 3,980.98,176.57
CA95 1,41.32,8.63
CB1 0,951.55,239.79
CB1 1,1340.27,229.53
CB1 2,3381.25,627.54
CB1 3,7491.05,1785.97
CB1 7,1808.8,436.34
CB1 8,2412.11,739.53
CB1 9,3645.81,1158.88
CB10 1,2429.35,665.43
CB10 2,4136.85,1250.8
CB10 9,435.32,114.87
CB11 3,3888.47,1189.83
CB11 4,3363.95,1011.99
CB2 0,894.45,179.38
CB2 1,1223.84,189.88
CB2 3,248.58,31.61
CB2 7,209.27,37.35
CB2 8,1596.28,397.84
CB2 9,4544.81,1884.84
CB21 4,3400.46,911.89
CB21 5,2546.03,683.59
CB21 6,740.32,204.66
CB22 3,3527.95,1044.92
CB22 4,1785.8,537.34
CB22 5,3546.38,978.17
CB22 6,519.25,150.16
CB22 7,1533.8,450.63
CB23 1,1136.96,379.71
CB23 2,986.6,410.69
CB23 3,1748.66,632.25
CB23 4,737.68,193.02
CB23 5,983.76,484.54
CB23 6,2827.96,1424.18
CB23 7,3396.8,1040.75
CB23 8,2223.02,595.02
CB24 1,909.5,372.96
CB24 3,1903.24,675.51
CB24 4,1413.54,436.98
CB24 5,2990.29,919.91
CB24 6,1388.47,358.14
CB24 8,2900.47,817.15
CB24 9,3390.24,965.53
CB25 0,3488.64,957.77
CB25 9,4256.74,1261.72
CB3 0,3336.67,849.86
CB3 1,638.88,141.46
CB3 9,1546.4,363.43
CB4 0,640.09,152.09
CB4 1,6994.69,1589.47
CB4 2,6289.13,1859.61
CB4 3,4585.82,1110.12
CB5 8,4963.62,1272.59
CB6 1,5637.93,1646.51
CB6 2,5207.66,1559.62
CB6 3,5725.36,1704.29
CB7 4,3964.19,945.53
CB7 5,7278.85,2187.17
CB7 6,338.04,113.02
CB7 7,98.5,27.3
CB7 9,534.04,123.26
CB8 0,4792.16,1210.21
CB8 1,181.33,28.44
CB8 7,3562.29,918.38
CB8 8,4367.74,930.45
CB8 9,3071.63,764.67
CB9 0,2984.48,885.58
CB9 1,88.88,25.07
CB9 7,4324.14,1262.27
CB9 8,2437.44,787.23
CB9 9,3667.25,1175.22
CF10 1,495.91,48.68
CF10 2,407.54,43.54
CF10 3,790.34,71.27
CF10 4,2093.93,230.86
CF10 5,3107.67,588.47
CF11 0,1955.27,276.99
CF11 1,401.51,62.52
CF11 6,4602.04,1414.6
CF11 7,3854.49,1205.93
CF11 8,2177.56,666.34
CF11 9,3858.54,762.9
CF14 0,2292.0,656.43
CF14 1,4200.07,1098.43
CF14 2,4424.61,1386.69
CF14 3,3418.89,823.25
CF14 4,4081.63,1286.78
CF14 5,3647.48,970.82
CF14 6,4237.69,1059.89
CF14 7,2148.84,583.61
CF14 8,251.21,75.44
CF14 9,3100.52,882.24
CF15 5,72.14,23.44
CF15 7,2543.94,670.8
CF15 8,2868.08,1011.93
CF15 9,2221.14,637.75
CF23 0,265.87,101.33
CF23 5,3937.14,1113.34
CF23 6,4106.57,1328.42
CF23 7,3121.01,1146.27
CF23 8,2989.34,1033.93
CF23 9,4765.68,1560.67
CF24 0,1701.84,403.46
CF24 1,2834.93,695.13
CF24 2,5336.46,1615.06
CF24 3,5488.37,745.93
CF24 4,5963.67,702.01
CF24 5,959.19,253.98
CF3 0,4650.75,1687.97
CF3 1,1841.04,614.56
CF3 2,1700.58,577.8
CF3 3,2783.97,844.15
CF3 4,2493.02,777.36
CF3 5,3585.78,1299.1
CF3 6,1206.85,466.95
CF30 0,172.95,48.98
CF31 1,4016.75,1001.46
CF31 2,5094.39,1552.18
CF31 3,2058.88,513.51
CF31 4,5555.95,1394.28
CF31 5,2279.95,935.77
CF31 9,680.66,167.29
CF32 0,2640.09,662.21
CF32 7,2685.22,753.78
CF32 8,3346.58,951.83
CF32 9,5034.88,1434.72
CF33 4,3245.09,999.29
CF33 6,3233.74,958.22
CF34 0,4625.07,1285.59
CF34 4,16.53,3.77
CF34 9,4103.4,1055.64
CF35 5,2315.48,574.18
CF35 6,5862.68,1929.9
CF36 3,4064.04,776.53
CF36 5,3128.34,645.83
CF36 9,125.74,18.0
CF37 1,3680.41,852.17
CF37 2,2420.59,608.74
CF37 3,3291.54,967.94
CF37 4,3400.79,894.6
CF37 5,4020.64,1126.98
CF37 9,199.52,57.96
CF38 1,4235.53,1379.16
CF38 2,5182.63,1523.06
CF39 0,2359.04,646.97
CF39 8,6519.29,1960.24
CF39 9,3668.98,921.59
CF40 1,3801.54,1050.12
CF40 2,4762.38,1447.06
CF40 9,141.07,40.28
CF41 7,4755.79,1309.76
CF42 5,2749.41,696.09
CF42 6,3218.87,847.27
CF42 9,15.57,3.88
CF43 3,1947.0,538.0
CF43 4,3225.0,855.0
CF43 9,31.14,7.76
CF44 0,3834.77,1025.13
CF44 4,84.0,25.2
CF44 6,4439.76,1274.12
CF44 7,1941.27,544.14
CF44 8,3807.59,976.61
CF44 9,3944.9,1130.26
CF45 3,4358.0,1296.0
CF45 4,4147.19,1187.24
CF46 5,2668.9,704.18
CF46 6,3678.75,1024.26
CF47 0,3159.25,855.24
CF47 7,28.28,4.82
CF47 8,2152.02,484.69
CF47 9,4216.73,1475.47
CF48 1,3867.92,1257.87
CF48 2,2690.68,690.46
CF48 3,1936.59,526.08
CF48 4,3462.99,909.34
CF5 1,5174.67,1388.24
CF5 2,4368.19,1062.67
CF5 3,5332.24,1591.5
CF5 4,6453.55,2457.56
CF5 5,5161.8,1781.56
CF5 6,2943.8,832.42
CF5 9,144.26,50.09
CF61 1,2368.29,522.74
CF61 2,1764.22,468.55
CF62 3,3174.77,879.84
CF62 4,2065.6,661.65
CF62 5,2117.69,640.07
CF62 6,2562.37,640.83
CF62 7,3009.14,816.32
CF62 8,3068.66,792.77
CF62 9,2862.04,965.83
CF63 1,3924.56,1297.42
CF63 2,2278.46,668.37
CF63 3,663.66,192.25
CF63 4,2728.39,782.06
CF63 9,212.84,53.03
CF64 1,2823.87,610.03
CF64 2,3671.25,1100.96
CF64 3,3432.42,1155.52
CF64 4,3429.81,889.88
CF64 5,2752.9,682.66
CF64 9,170.58,44.06
CF71 7,3963.56,1031.03
CF71 9,79.5,22.52
CF72 0,126.72,34.1
CF72 4,307.63,145.69
CF72 8,4926.09,1468.88
CF72 9,6498.52,2130.58
CF81 8,3516.91,962.45
CF81 9,3480.13,1008.9
CF82 6,391.61,136.08
CF82 7,4857.63,1473.29
CF82 8,2607.67,732.33
CF82 9,502.99,164.86
CF83 1,5534.62,1552.26
CF83 2,4784.93,1491.01
CF83 3,5617.4,1545.88
CF83 4,2751.11,860.68
CF83 8,4571.32,1340.09
CF83 9,214.33,72.33
CF91 1,3.85,0.91
CF91 5,53.9,12.76
CF95 1,25.87,2.27
CF99 1,7.61,0.75
CH1 1,623.77,67.8
CH1 2,471.39,52.85
CH1 3,1782.49,148.92
CH1 4,2836.38,355.19
CH1 5,5754.98,1773.66
CH1 6,2113.6,562.81
CH1 9,726.11,86.44
CH2 1,4466.3,1239.92
CH2 2,3100.04,747.99
CH2 3,4457.96,1040.8
CH2 4,3274.0,917.52
CH25 9,140.89,25.44
CH26 9,86.69,22.35
CH27 9,208.22,53.94
CH28 9,50.94,12.12
CH29 9,156.22,28.5
CH3 5,5606.66,1392.88
CH3 6,3542.93,1266.82
CH3 7,2774.8,780.41
CH3 8,1895.05,532.69
CH3 9,2022.36,495.16
CH30 9,43.4,12.1
CH31 9,73.13,15.79
CH32 9,180.22,51.16
CH33 9,134.32,32.74
CH34 9,444.71,158.95
CH4 0,4724.22,1486.73
CH4 7,3689.87,891.01
CH4 8,5259.85,1510.51
CH4 9,1398.83,380.19
CH41 0,1401.54,415.23
CH41 1,648.04,167.92
CH41 2,1276.48,313.54
CH41 3,568.37,116.97
CH41 4,1520.58,424.58
CH41 5,548.51,80.05
CH41 6,515.86,70.11
CH41 7,1016.21,349.78
CH41 8,1472.0,474.96
CH41 9,1047.23,308.42
CH42 0,1489.81,472.97
CH42 1,1696.6,537.73
CH42 2,1238.08,391.22
CH42 3,946.47,311.46
CH42 4,2032.09,556.66
CH42 5,1189.23,379.57
CH42 6,1656.97,506.3
CH42 7,1119.26,302.08
CH42 8,1166.06,320.58
CH42 9,1967.1,621.08
CH43 0,1978.21,558.34
CH43 1,1466.61,248.63
CH43 2,1734.47,339.17
CH43 3,1161.67,324.23
CH43 4,1233.57,219.32
CH43 5,1465.0,291.24
CH43 6,946.53,166.4
CH43 7,2800.13,950.55
CH43 8,643.34,148.6
CH43 9,3318.43,1058.58
CH44 0,1326.63,414.72
CH44 1,1211.01,341.5
CH44 2,1289.85,342.14
CH44 3,980.77,241.44
CH44 4,1835.59,551.81
CH44 5,1514.16,454.29
CH44 6,1024.1,317.45
CH44 7,993.97,318.58
CH44 8,1067.4,301.47
CH44 9,1428.01,463.27
CH45 0,757.11,191.81
CH45 1,1382.57,327.78
CH45 2,1506.34,206.81
CH45 3,1450.66,288.04
CH45 4,1520.89,427.71
CH45 5,1954.05,542.46
CH45 6,917.4,229.29
CH45 7,1653.93,411.14
CH45 8,1729.56,471.51
CH45 9,926.36,133.41
CH46 0,1788.2,382.89
CH46 1,1408.28,496.73
CH46 2,992.35,379.7
CH46 3,705.31,206.23
CH46 4,217.56,62.77
CH46 5,375.77,100.64
CH46 6,2106.8,561.4
CH46 7,1025.34,266.7
CH46 8,1200.67,322.17
CH46 9,1310.43,306.01
CH47 0,462.66,121.57
CH47 1,205.56,37.5
CH47 2,983.68,232.19
CH47 3,820.74,186.21
CH47 4,346.97,65.56
CH47 5,377.56,96.49
CH47 6,350.28,97.45
CH47 7,378.28,107.94
CH47 8,143.6,41.78
CH47 9,368.89,107.22
CH48 0,537.93,115.76
CH48 1,764.52,175.56
CH48 2,506.53,121.55
CH48 3,720.6,167.15
CH48 4,697.57,159.89
CH48 5,1011.9,226.73
CH48 6,860.82,252.55
CH48 7,471.28,136.49
CH48 8,547.92,134.46
CH48 9,749.7,197.68
CH49 0,858.19,248.13
CH49 1,1006.8,288.1
CH49 2,1632.77,410.99
CH49 3,1481.98,282.89
CH49 4,2524.67,632.18
CH49 5,775.16,191.97
CH49 6,1560.56,363.11
CH49 7,1021.41,323.03
CH49 8,1058.68,313.43
CH49 9,1120.16,373.77
CH5 1,3449.1,886.88
CH5 2,3314.53,919.33
CH5 3,4430.28,1234.84
CH5 4,6645.7,2061.6
CH5 9,120.83,26.07
CH6 5,5871.56,1696.58
CH6 6,1627.0,424.8
CH6 9,111.37,17.73
CH60 0,634.41,134.87
CH60 1,770.15,190.79
CH60 2,632.54,140.66
CH60 3,400.77,105.81
CH60 4,398.93,84.35
CH60 5,692.32,182.51
CH60 6,558.5,110.19
CH60 7,665.74,154.36
CH60 8,549.27,125.27
CH60 9,547.75,106.84
CH61 0,229.57,60.39
CH61 1,668.05,166.13
CH61 2,247.38,61.09
CH61 3,748.18,185.79
CH61 4,1045.02,272.87
CH61 5,942.7,245.33
CH61 6,929.85,203.06
CH61 7,755.76,164.89
CH61 8,923.75,198.15
CH61 9,888.4,217.95
CH62 0,666.12,199.92
CH62 1,1430.65,425.42
CH62 2,980.97,239.07
CH62 3,878.81,269.82
CH62 4,1491.9,476.74
CH62 5,1144.2,236.58
CH62 6,1379.72,331.66
CH62 7,1684.01,490.28
CH62 8,2178.56,597.31
CH62 9,1346.92,390.85
CH63 0,1837.09,457.03
CH63 1,140.91,31.11
CH63 2,1727.7,517.23
CH63 3,1862.81,500.6
CH63 4,187.48,41.8
CH63 5,1802.39,549.11
CH63 6,239.24,56.41
CH63 7,1537.8,423.84
CH63 8,1428.84,422.66
CH63 9,1795.84,385.36
CH64 0,1175.49,250.1
CH64 1,650.53,139.91
CH64 2,523.58,96.49
CH64 3,911.51,206.43
CH64 4,1090.83,229.45
CH64 5,410.67,87.41
CH64 6,1284.55,238.68
CH64 7,275.94,67.23
CH64 8,132.61,24.23
CH64 9,2159.38,507.16
CH65 0,585.08,179.52
CH65 1,241.14,64.61
CH65 2,1285.25,350.93
CH65 3,868.86,264.21
CH65 4,1127.49,365.97
CH65 5,1373.54,507.61
CH65 6,1528.39,399.79
CH65 7,1563.37,481.35
CH65 8,1976.33,664.25
CH65 9,2385.45,693.75
CH66 0,49.54,15.27
CH66 1,3187.57,773.19
CH66 2,5253.25,1348.02
CH66 3,2465.12,766.71
CH66 4,3728.37,945.99
CH66 5,394.51,94.71
CH66 6,56.61,13.55
CH66 7,197.47,47.8
CH66 8,70.91,19.41
CH66 9,41.23,11.14
CH7 1,4155.52,1106.55
CH7 2,3701.61,981.58
CH7 3,3249.49,947.25
CH7 4,2910.72,732.49
CH7 5,2920.75,614.54
CH7 6,5323.4,1347.74
CH7 9,148.11,28.6
CH70 8,202.53,32.25
CH8 7,3971.84,1204.42
CH8 8,2444.06,557.14
CH8 9,2448.79,553.5
CH88 3,18.29,1.42
CH99 9,99.83,20.17
CM0 7,3667.67,986.57
CM0 8,3994.33,964.43
CM1 1,3054.95,667.02
CM1 2,6398.58,2017.23
CM1 3,3616.01,918.97
CM1 4,5646.49,1701.96
CM1 6,5947.25,2070.63
CM1 7,3727.16,1154.08
CM1 9,454.41,79.33
CM11 1,2633.24,843.08
CM11 2,4567.2,1398.89
CM12 0,5252.18,1580.8
CM12 2,231.85,62.83
CM12 9,3409.5,948.33
CM13 1,3680.21,1151.91
CM13 2,4096.44,1302.55
CM13 3,2737.95,748.82
CM14 4,5012.69,1453.48
CM14 5,4263.88,1232.5
CM14 9,347.04,58.1
CM15 0,3391.93,963.72
CM15 8,2469.29,776.79
CM15 9,3706.59,1152.88
CM16 4,2133.08,554.36
CM16 5,1170.22,363.56
CM16 6,3455.35,989.04
CM16 7,2776.83,821.57
CM16 9,413.37,105.64
CM17 0,3877.14,1150.17
CM17 9,6806.48,2613.19
CM18 6,5459.3,1848.13
CM18 7,4898.54,1693.11
CM19 4,4618.68,1547.98
CM19 5,4032.7,1202.73
CM2 0,3236.47,824.6
CM2 5,252.66,103.39
CM2 6,5955.62,1807.09
CM2 7,3799.55,1014.78
CM2 8,6320.03,1703.19
CM2 9,5847.42,1895.93
CM20 1,2466.06,860.02
CM20 2,2927.31,917.57
CM20 3,4458.86,1452.7
CM20 9,347.87,111.02
CM21 0,1651.11,471.97
CM21 1,160.46,36.62
CM21 9,2801.42,775.69
CM22 6,3619.56,1248.32
CM22 7,2499.64,786.13
CM23 1,1035.29,338.26
CM23 2,3995.9,1294.24
CM23 3,4262.86,1257.9
CM23 4,4742.41,1706.9
CM23 5,3528.04,1178.8
CM23 9,225.51,35.11
CM24 1,333.3,127.98
CM24 8,3241.83,1083.95
CM3 1,2346.64,806.94
CM3 2,2177.04,525.55
CM3 3,2655.52,827.92
CM3 4,3774.68,1028.63
CM3 5,5699.69,1650.79
CM3 6,3902.18,955.85
CM3 7,690.83,218.94
CM3 8,1413.56,395.26
CM3 9,136.83,36.35
CM4 0,2028.1,509.11
CM4 9,2354.59,592.58
CM5 0,2465.3,775.03
CM5 5,137.89,41.81
CM5 9,2331.26,642.09
CM6 1,5354.2,1601.45
CM6 2,2589.27,766.05
CM6 3,3398.48,1188.79
CM6 4,483.78,177.2
CM6 9,90.0,22.69
CM7 0,535.25,124.59
CM7 1,4227.79,1217.5
CM7 2,2643.12,847.58
CM7 3,4210.08,1321.52
CM7 4,1915.7,470.75
CM7 5,3863.34,1031.57
CM7 9,3863.59,1213.82
CM77 6,1137.02,325.84
CM77 7,2518.59,959.13
CM77 8,2705.41,817.08
CM8 1,6286.61,1985.67
CM8 2,5154.03,1443.79
CM8 3,3323.6,940.97
CM8 9,161.67,28.64
CM9 4,4019.07,1163.09
CM9 5,1923.23,462.82
CM9 6,5027.77,1291.67
CM9 8,3781.36,998.58
CM9 9,345.12,56.83
CM92 1,137.82,57.82
CM98 1,220.26,99.57
CM99 2,235.77,53.24
CO1 1,3012.55,744.73
CO1 2,5071.8,1523.8
CO1 9,476.33,83.04
CO10 0,5893.21,1736.49
CO10 1,3756.37,958.89
CO10 2,2484.03,423.34
CO10 3,133.08,27.35
CO10 5,1189.51,304.65
CO10 7,2866.44,641.71
CO10 8,2653.14,531.87
CO10 9,3421.2,606.32
CO11 1,2698.52,616.6
CO11 2,3367.61,902.83
CO11 9,63.82,9.38
CO12 3,3592.47,837.8
CO12 4,4970.39,1387.46
CO12 5,1751.22,457.33
CO12 9,74.57,16.91
CO13 0,4033.83,742.33
CO13 3,113.56,14.49
CO13 9,2001.04,279.79
CO14 8,3439.65,590.62
CO15 1,3137.35,625.87
CO15 2,3505.48,582.11
CO15 3,3976.56,1124.28
CO15 4,3811.89,650.32
CO15 5,3500.37,452.35
CO15 6,2730.38,495.14
CO15 9,524.85,124.33
CO16 0,1203.54,318.6
CO16 7,2182.05,590.99
CO16 8,5333.95,1212.0
CO16 9,3080.43,603.3
CO2 0,1949.87,596.22
CO2 7,4911.07,1530.32
CO2 8,5869.26,1655.07
CO2 9,3523.06,1547.66
CO3 0,3383.13,1011.76
CO3 3,3550.76,1010.68
CO3 4,2966.85,799.45
CO3 8,1578.64,675.26
CO3 9,2330.89,719.37
CO4 0,3167.19,889.23
CO4 3,6187.73,1614.25
CO4 5,6529.98,2325.69
CO4 6,1289.66,545.25
CO4 9,3776.88,1220.69
CO5 0,3745.44,904.61
CO5 1,27.76,5.88
CO5 7,2177.16,563.29
CO5 8,3523.97,635.17
CO5 9,3197.14,934.34
CO6 1,3937.06,1035.91
CO6 2,2759.58,760.58
CO6 3,2294.18,641.19
CO6 4,2462.01,693.24
CO6 5,286.64,63.77
CO7 0,3904.45,921.55
CO7 5,76.29,19.55
CO7 6,2550.67,630.16
CO7 7,2627.28,718.23
CO7 8,2766.8,726.03
CO7 9,3287.44,801.2
CO8 5,1031.74,240.06
CO9 1,4099.19,1121.69
CO9 2,3060.06,814.8
CO9 3,2721.05,743.57
CO9 4,1760.3,471.75
CO9 9,211.38,45.32
CR0 0,6287.91,2633.9
CR0 1,5236.91,1497.1
CR0 2,10165.33,3479.08
CR0 3,6433.63,2653.84
CR0 4,7385.18,2771.45
CR0 5,4748.92,1426.37
CR0 6,9413.69,2937.26
CR0 7,6219.62,2030.71
CR0 8,4775.48,1581.75
CR0 9,4233.34,1434.47
CR2 0,4157.12,1373.66
CR2 1,71.23,26.55
CR2 6,5032.5,1704.05
CR2 7,3715.72,1074.05
CR2 8,4543.53,1382.33
CR2 9,2711.42,900.6
CR3 0,2185.56,704.2
CR3 4,145.96,55.3
CR3 5,5570.24,1937.13
CR3 6,3960.76,1242.74
CR3 7,812.19,264.05
CR4 1,6668.16,2595.71
CR4 2,4956.68,1757.56
CR4 3,6969.37,2599.71
CR4 4,4026.5,1443.03
CR4 9,241.25,101.33
CR44 1,36.59,12.88
CR5 1,4048.1,1354.52
CR5 2,3831.54,1329.09
