district,cwd_yr_clim_mm,smd_jja_clim_mm
GU2 4,337.78,131.99
GU2 7,330.45,130.84
GU2 8,344.7,133.3
GU2 9,347.57,133.23
GU20 6,341.23,132.86
GU21 2,358.0,135.8
GU21 3,364.97,136.87
GU21 4,368.1,137.49
GU21 5,372.96,138.44
GU21 6,358.46,136.23
GU21 7,345.89,134.21
GU21 8,359.29,136.1
GU21 9,350.95,134.83
GU22 0,357.65,135.79
GU22 2,361.0,136.09
GU22 7,360.88,136.03
GU22 8,373.8,138.1
GU22 9,365.56,136.73
GU23 6,371.77,137.94
GU23 7,363.3,136.32
GU24 0,355.38,135.52
GU24 8,366.01,136.92
GU24 9,358.66,136.25
GU25 4,352.25,135.26
GU25 9,365.41,137.36
GU26 6,308.45,125.59
GU27 1,308.3,125.51
GU27 2,328.46,129.72
GU27 3,326.44,128.93
GU27 9,305.43,124.16
GU28 0,296.99,123.04
GU28 8,328.96,128.05
GU28 9,338.27,130.98
GU29 0,307.73,125.6
GU29 1,335.97,128.45
GU29 9,329.68,128.0
GU3 1,339.11,132.99
GU3 2,347.6,134.52
GU3 3,358.67,135.7
GU30 7,321.0,126.01
GU30 9,286.95,115.75
GU31 4,298.11,123.61
GU31 5,294.81,123.18
GU32 1,254.57,113.32
GU32 2,287.59,121.38
GU32 3,278.57,119.38
GU32 9,301.22,125.0
GU33 6,313.61,126.0
GU33 7,316.47,126.58
GU34 1,298.49,122.98
GU34 2,300.69,122.93
GU34 3,286.92,120.92
GU34 4,302.32,124.83
GU34 5,276.47,118.51
GU34 9,309.14,124.67
GU35 0,360.59,133.83
GU35 5,358.41,133.24
GU35 8,349.67,131.82
GU35 9,344.31,131.54
GU4 7,346.03,133.45
GU4 8,314.82,127.63
GU46 6,353.98,135.54
GU46 7,367.43,137.85
GU47 0,372.03,137.72
GU47 7,379.84,138.78
GU47 8,366.12,137.49
GU47 9,384.13,139.15
GU5 0,335.69,131.85
GU5 9,307.83,125.66
GU51 1,351.2,135.6
GU51 2,353.11,136.11
GU51 3,348.31,135.47
GU51 4,339.03,133.84
GU51 5,346.32,134.75
GU51 9,348.69,135.46
GU52 0,343.57,134.36
GU52 6,344.6,134.76
GU52 7,346.32,135.05
GU52 8,337.45,133.91
GU52 9,342.49,134.67
GU6 7,306.03,124.97
GU6 8,339.67,131.47
GU6 9,344.19,131.93
GU7 1,341.59,133.54
GU7 2,343.57,134.02
GU7 3,359.67,136.4
GU7 9,362.29,136.83
GU8 4,337.34,131.66
GU8 5,333.79,131.26
GU8 6,346.33,133.77
GU9 0,318.11,128.92
GU9 1,354.67,134.69
GU9 7,348.74,133.68
GU9 8,353.2,134.75
GU9 9,356.53,135.79
HA0 1,359.73,138.55
HA0 2,344.55,135.82
HA0 3,352.73,137.14
HA0 4,351.4,137.17
HA0 9,350.54,137.02
HA1 1,344.61,136.02
HA1 2,344.63,136.02
HA1 3,333.86,133.93
HA1 4,349.88,136.4
HA1 9,357.43,137.58
HA2 0,345.68,135.5
HA2 6,357.8,137.47
HA2 7,354.65,137.04
HA2 8,355.94,136.79
HA2 9,355.06,136.77
HA3 0,364.44,138.22
HA3 5,359.31,137.71
HA3 6,347.37,135.61
HA3 7,365.81,138.37
HA3 8,357.05,137.56
HA3 9,365.37,138.2
HA4 0,355.92,136.25
HA4 4,343.7,134.75
HA4 6,356.79,136.34
HA4 7,349.76,137.41
HA4 8,343.46,134.77
HA4 9,351.43,135.89
HA5 1,344.73,135.61
HA5 2,343.12,136.2
HA5 3,343.45,135.93
HA5 4,354.64,137.14
HA5 5,355.24,137.19
HA5 9,347.11,136.5
HA6 1,337.82,134.99
HA6 2,339.56,135.65
HA6 3,314.76,130.2
HA6 9,343.72,136.06
HA7 1,359.74,137.35
HA7 2,349.44,135.54
HA7 3,340.6,134.46
HA7 4,330.14,132.35
HA7 9,350.76,136.08
HA8 0,361.29,137.72
HA8 4,356.27,137.02
HA8 5,354.67,136.7
HA8 6,350.15,135.93
HA8 7,352.65,136.26
HA8 8,353.12,135.94
HA8 9,354.75,136.8
HA9 0,356.22,137.83
HA9 1,356.17,137.82
HA9 6,348.98,136.62
HA9 7,339.89,135.36
HA9 8,357.55,137.75
HA9 9,352.06,136.95
HD1 1,225.52,112.28
HD1 2,225.54,112.29
HD1 3,221.61,110.66
HD1 4,221.79,111.21
HD1 5,215.32,109.48
HD1 6,231.41,114.44
HD1 9,225.53,112.29
HD2 1,219.35,111.26
HD2 2,193.88,102.07
HD3 2,172.99,92.36
HD3 3,149.03,78.72
HD3 4,211.42,107.48
HD4 5,202.66,103.84
HD4 6,184.37,96.54
HD4 7,189.79,98.29
HD5 0,221.61,111.43
HD5 8,219.42,109.95
HD5 9,231.39,114.17
HD6 1,243.87,118.91
HD6 2,230.85,115.61
HD6 3,210.28,108.6
HD6 4,218.27,111.76
HD6 9,243.87,118.91
HD7 4,146.79,75.85
HD7 5,150.52,78.17
HD7 6,104.29,47.86
HD7 9,158.79,81.31
HD8 0,203.93,103.9
HD8 1,214.2,106.73
HD8 8,166.07,85.44
HD8 9,208.62,104.85
HD9 1,150.18,77.69
HD9 2,95.87,42.81
HD9 3,138.03,71.43
HD9 4,117.89,58.47
HD9 5,132.12,67.54
HD9 6,183.18,95.72
HD9 7,152.66,79.81
HD9 9,172.89,89.99
HG1 1,229.36,112.64
HG1 2,235.86,114.4
HG1 3,239.41,115.56
HG1 4,231.16,113.4
HG1 5,229.35,112.64
HG1 9,230.75,113.09
HG2 0,218.77,109.4
HG2 7,229.51,112.89
HG2 8,236.26,114.7
HG2 9,218.95,109.41
HG3 1,219.73,110.2
HG3 2,197.41,102.22
HG3 3,234.11,115.18
HG3 4,156.25,83.65
HG3 5,129.18,67.15
HG4 1,262.45,120.34
HG4 2,245.12,115.82
HG4 3,205.87,106.92
HG4 4,190.59,100.5
HG4 5,268.34,123.74
HG5 0,254.78,121.7
HG5 5,232.85,114.28
HG5 8,256.61,121.09
HG5 9,252.52,120.16
HP1 1,317.93,131.23
HP1 2,294.9,126.19
HP1 3,304.21,127.6
HP10 0,339.93,134.55
HP10 8,303.01,127.41
HP10 9,319.04,130.63
HP11 1,312.56,128.89
HP11 2,322.74,129.87
HP11 9,317.73,129.58
HP12 3,292.87,123.54
HP12 4,284.54,121.39
HP12 9,296.02,124.49
HP13 5,286.64,121.85
HP13 6,301.28,126.34
HP13 7,300.75,126.8
HP14 3,278.76,119.08
HP14 4,268.38,116.43
HP15 6,270.46,118.11
HP15 7,280.0,121.45
HP16 0,280.78,120.91
HP16 6,303.75,125.93
HP16 9,269.17,118.23
HP17 0,306.92,128.09
HP17 8,349.94,136.81
HP17 9,336.61,133.82
HP18 0,354.27,136.69
HP18 1,346.37,135.42
HP18 9,339.22,135.38
HP19 0,357.7,138.02
HP19 7,355.16,137.63
HP19 8,358.73,138.27
HP19 9,356.81,138.01
HP2 4,299.18,128.08
HP2 5,303.11,128.39
HP2 6,293.4,125.62
HP2 7,300.17,127.99
HP20 1,356.69,138.25
HP20 2,349.53,136.82
HP20 9,358.4,138.37
HP21 7,357.43,138.54
HP21 8,358.37,138.38
HP21 9,355.53,138.52
HP22 0,342.68,135.76
HP22 3,354.62,138.24
HP22 4,337.5,133.83
HP22 5,335.95,134.89
HP22 6,296.37,126.01
HP22 7,355.03,137.58
HP22 9,339.61,136.09
HP23 4,328.35,131.77
HP23 5,292.2,125.28
HP23 6,275.51,121.27
HP23 9,301.75,127.58
HP27 0,255.85,113.83
HP27 9,316.83,129.27
HP3 0,289.44,124.87
HP3 8,301.82,128.58
HP3 9,322.56,132.31
HP4 1,284.74,123.43
HP4 2,284.86,123.56
HP4 3,278.97,121.06
HP4 9,308.01,129.11
HP5 1,308.24,127.91
HP5 2,287.78,123.25
HP5 3,279.5,121.85
HP5 9,305.59,127.51
HP6 5,283.09,121.87
HP6 6,309.15,127.47
HP6 9,279.64,120.15
HP7 0,301.32,126.49
HP7 9,314.19,128.4
HP8 4,320.27,130.12
HP9 1,327.14,131.98
HP9 2,322.21,131.29
HP9 9,327.99,131.95
HR1 1,340.27,133.37
HR1 2,351.94,135.01
HR1 3,316.59,130.1
HR1 4,306.92,128.63
HR1 9,351.17,134.82
HR2 0,228.01,106.98
HR2 6,311.13,128.7
HR2 7,345.63,133.83
HR2 8,274.66,120.08
HR2 9,301.13,124.89
HR3 5,220.55,106.47
HR3 6,265.39,118.76
HR4 0,343.45,133.65
HR4 7,314.25,129.08
HR4 8,290.57,125.02
HR4 9,343.25,133.67
HR5 3,198.25,99.02
HR6 0,277.62,123.22
HR6 6,320.28,130.91
HR6 8,311.14,128.69
HR6 9,277.44,121.95
HR7 4,253.92,116.88
HR8 1,289.26,125.01
HR8 2,308.01,128.83
HR8 9,284.61,123.54
HR9 5,275.66,121.61
HR9 6,288.13,124.26
HR9 7,300.81,127.38
HR9 9,290.24,124.31
HS1 2,82.79,47.52
HS1 9,82.56,48.27
HS2 0,76.2,41.13
HS2 9,65.94,29.7
HS3 3,49.55,14.21
HS4 3,54.34,19.82
HS5 3,51.01,16.57
HS6 5,69.96,34.35
HS7 5,76.79,43.57
HS8 5,63.83,29.42
HS9 5,53.21,20.01
HU1 1,264.03,123.94
HU1 2,263.02,123.44
HU1 3,262.99,123.43
HU1 4,264.05,123.94
HU10 6,254.64,118.78
HU10 7,248.71,118.07
HU11 4,255.0,122.97
HU11 5,268.22,125.01
HU12 0,261.12,126.29
HU12 8,286.84,129.1
HU12 9,279.72,126.49
HU13 0,258.98,121.46
HU13 3,271.67,124.91
HU13 9,270.43,124.65
HU14 3,260.43,120.96
HU15 1,263.58,122.79
HU15 2,283.55,127.3
HU16 4,280.23,125.21
HU16 5,258.8,120.62
HU17 0,280.85,126.27
HU17 5,282.01,126.38
HU17 6,273.39,124.73
HU17 7,255.65,120.75
HU17 8,248.8,119.28
HU17 9,282.93,126.44
HU18 1,226.86,115.45
HU19 2,250.07,124.21
HU2 0,264.55,123.63
HU2 8,263.96,123.54
HU2 9,263.96,123.54
HU20 3,239.43,117.18
HU3 1,264.52,123.29
HU3 2,263.75,123.37
HU3 3,264.14,123.44
HU3 4,264.19,123.45
HU3 5,265.64,123.68
HU3 6,264.84,123.27
HU4 6,266.22,123.74
HU4 7,267.28,123.98
HU5 1,264.51,123.63
HU5 2,267.07,123.77
HU5 3,266.15,123.39
HU5 4,272.53,124.43
HU5 5,267.2,123.47
HU6 0,293.62,129.05
HU6 7,277.31,126.89
HU6 8,279.14,126.16
HU6 9,287.58,127.79
HU7 0,276.49,126.95
HU7 3,290.31,129.01
HU7 4,291.43,128.93
HU7 5,296.82,129.29
HU7 6,285.34,128.41
HU7 9,278.93,127.5
HU8 0,277.61,126.91
HU8 7,265.08,124.09
HU8 8,268.19,124.93
HU8 9,287.29,128.32
HU9 1,267.27,124.87
HU9 2,268.19,125.05
HU9 3,273.36,126.28
HU9 4,282.47,128.23
HU9 5,278.61,127.61
HU9 9,264.01,123.93
HX1 1,231.94,116.99
HX1 2,235.41,117.13
HX1 3,194.59,102.11
HX1 4,175.1,92.94
HX1 5,205.86,107.4
HX1 9,231.94,116.99
HX2 0,157.32,85.11
HX2 6,163.28,88.45
HX2 7,138.91,72.25
HX2 8,148.77,77.96
HX2 9,143.79,74.11
HX3 0,231.81,115.46
HX3 5,205.25,106.4
HX3 6,180.27,96.76
HX3 7,162.0,87.67
HX3 8,201.55,106.3
HX3 9,196.75,103.95
HX4 0,150.99,79.26
HX4 8,197.81,102.57
HX4 9,175.95,92.27
HX5 0,228.37,113.9
HX5 9,223.97,112.98
HX6 1,164.01,88.15
HX6 2,203.25,105.14
HX6 3,167.59,89.53
HX6 4,120.07,58.24
HX7 5,126.35,63.58
HX7 6,138.86,72.61
HX7 7,115.79,56.05
HX7 8,118.72,58.74
HX7 9,170.88,92.36
IG1 1,372.16,139.98
IG1 2,372.62,139.95
IG1 3,372.35,140.28
IG1 4,373.22,140.23
IG1 8,373.65,140.5
IG1 9,372.14,139.98
IG10 1,358.4,136.35
IG10 2,355.95,136.31
IG10 3,371.85,138.45
IG10 4,349.33,135.06
IG10 9,368.96,138.24
IG11 0,388.09,141.36
IG11 1,388.39,141.92
IG11 7,388.06,141.74
IG11 8,375.18,140.12
IG11 9,380.3,140.68
IG2 6,364.63,138.79
IG2 7,365.43,138.37
IG3 8,371.12,139.39
IG3 9,377.28,140.57
IG4 5,367.51,139.44
IG5 0,357.3,137.12
IG6 1,359.09,137.51
IG6 2,338.39,134.58
IG6 3,345.43,135.38
IG7 4,345.1,134.98
IG7 5,333.73,132.82
IG7 6,354.63,136.16
IG8 0,337.62,133.81
IG8 7,367.99,137.35
IG8 8,350.18,135.67
IG8 9,344.83,135.49
IG9 5,350.77,135.4
IG9 6,348.03,134.94
IP1 1,373.07,140.94
IP1 2,362.36,139.01
IP1 3,354.89,138.97
IP1 4,363.19,139.82
IP1 5,372.65,140.77
IP1 6,357.76,138.99
IP1 9,362.38,139.02
IP10 0,324.95,135.1
IP11 0,284.32,128.98
IP11 1,265.6,124.12
IP11 2,281.09,127.55
IP11 3,295.47,131.8
IP11 4,297.98,132.0
IP11 6,276.01,127.57
IP11 7,265.61,124.13
IP11 9,269.51,126.09
IP12 1,340.22,137.15
IP12 2,306.32,131.82
IP12 3,312.02,133.39
IP12 4,339.24,136.04
IP12 9,340.33,136.45
IP13 0,340.38,136.69
IP13 6,334.33,135.65
IP13 7,329.57,135.39
IP13 8,323.68,133.9
IP13 9,322.67,134.05
IP14 1,351.33,137.95
IP14 2,328.75,134.37
IP14 3,341.14,137.12
IP14 4,341.35,137.39
IP14 5,335.11,135.79
IP14 6,336.23,136.54
IP14 9,348.85,137.51
IP15 5,284.54,128.04
IP16 4,285.78,127.95
IP17 1,329.37,135.21
IP17 2,329.56,134.87
IP17 3,306.07,130.97
IP17 9,352.35,138.72
IP18 6,288.09,130.76
IP19 0,338.23,135.73
IP19 1,347.54,137.2
IP19 8,344.19,137.14
IP19 9,332.19,135.39
IP2 0,362.65,138.82
IP2 8,360.59,138.81
IP2 9,348.35,136.26
IP20 0,341.23,137.1
IP20 9,335.25,136.96
IP21 4,340.16,137.73
IP21 5,328.07,135.57
IP22 1,343.76,138.34
IP22 2,335.45,136.74
IP22 4,337.98,136.55
IP22 5,327.85,135.34
IP22 9,346.12,138.28
IP23 7,344.06,138.01
IP23 8,344.17,138.33
IP24 1,341.3,134.94
IP24 2,333.06,134.64
IP24 3,339.53,135.97
IP24 9,344.52,134.18
IP25 5,335.9,135.35
IP25 6,330.18,133.99
IP25 7,316.25,131.52
IP26 4,353.38,139.06
IP26 5,350.14,137.39
IP27 0,352.88,137.59
IP27 1,363.85,138.92
IP27 9,345.94,138.78
IP28 1,354.65,139.82
IP28 2,358.62,140.13
IP28 3,358.4,139.61
IP28 6,337.9,137.16
IP28 7,361.32,140.47
IP28 8,358.6,140.53
IP28 9,362.99,140.85
IP29 4,337.4,135.07
IP29 5,317.25,132.85
IP3 0,344.39,137.38
IP3 8,330.8,136.01
IP3 9,327.3,135.41
IP30 0,333.77,134.66
IP30 9,333.26,135.25
IP31 1,338.11,137.39
IP31 2,336.89,137.03
IP31 3,333.08,136.08
IP32 6,343.66,137.16
IP32 7,334.09,134.85
IP33 1,337.77,135.42
IP33 2,334.0,134.73
IP33 3,322.45,133.44
IP33 9,340.68,136.68
IP4 1,368.09,140.33
IP4 2,352.37,138.63
IP4 3,353.95,138.8
IP4 4,357.56,139.34
IP4 5,348.91,137.95
IP5 1,341.33,136.27
IP5 2,318.46,130.28
IP5 3,318.82,130.74
IP5 4,316.57,129.94
IP6 0,347.76,137.61
IP6 8,338.47,136.0
IP6 9,333.36,135.44
IP7 5,371.37,139.43
IP7 6,351.62,138.09
IP7 7,326.9,134.52
IP7 9,377.34,140.99
IP8 3,361.03,138.6
IP8 4,349.94,138.11
IP9 1,329.47,135.6
IP9 2,365.69,139.28
IV1 1,195.77,108.7
IV1 3,160.35,91.22
IV1 9,194.39,107.82
IV10 8,114.96,67.35
IV11 8,107.13,63.16
IV12 4,193.81,109.34
IV12 5,135.17,74.03
IV13 7,98.43,49.43
IV14 9,115.91,63.07
IV15 0,199.74,109.59
IV15 9,151.52,85.63
IV16 9,117.24,64.32
IV17 0,89.7,46.43
IV18 0,150.55,90.6
IV19 1,139.58,82.25
IV2 3,182.99,102.66
IV2 4,185.87,103.69
IV2 5,124.65,67.6
IV2 6,90.18,44.5
IV2 7,175.09,101.46
IV2 8,187.1,106.09
IV20 1,158.44,97.24
IV21 2,61.92,26.88
IV22 2,54.58,18.41
IV23 2,63.31,26.95
IV24 3,98.55,52.78
IV25 3,143.91,84.15
IV26 2,65.24,29.61
IV27 4,68.84,32.34
IV27 9,160.51,95.31
IV28 3,120.65,69.89
IV3 5,191.56,106.52
IV3 8,135.58,73.86
IV30 1,182.67,101.8
IV30 4,171.86,97.89
IV30 5,162.08,93.31
IV30 6,188.69,105.33
IV30 8,155.9,86.21
IV30 9,180.49,101.81
IV31 6,175.78,101.09
IV32 7,160.14,88.08
IV36 1,194.87,108.35
IV36 2,141.91,77.7
IV36 3,176.97,101.98
IV36 9,196.31,108.49
IV4 7,70.32,31.88
IV40 8,51.67,14.2
IV41 8,56.26,20.07
IV42 8,55.39,17.5
IV43 8,57.54,18.49
IV44 8,61.77,21.57
IV45 8,54.92,16.7
IV46 8,69.57,29.68
IV47 8,53.29,13.57
IV48 8,57.57,17.28
IV49 9,56.41,17.03
IV5 7,176.57,97.3
IV51 9,55.03,18.8
IV52 8,63.18,23.91
IV53 8,62.66,23.15
IV54 8,50.49,14.93
IV55 8,57.37,19.37
IV56 8,62.94,20.34
IV6 7,110.89,60.78
IV63 6,122.3,65.84
IV63 7,57.49,20.37
IV7 8,150.02,86.54
IV8 8,144.94,81.39
IV9 8,133.77,77.71
KA1 1,147.7,84.59
KA1 2,155.86,89.19
KA1 3,141.61,79.93
KA1 4,143.7,81.27
KA1 5,133.81,73.76
KA1 9,144.52,82.14
KA10 6,134.62,78.57
KA10 7,132.51,76.14
KA10 9,135.73,80.67
KA11 1,135.71,75.08
KA11 2,132.31,72.52
KA11 3,141.16,79.19
KA11 4,139.52,77.81
KA11 5,135.92,75.81
KA12 0,134.4,74.82
KA12 2,131.56,73.22
KA12 8,131.24,74.18
KA12 9,136.44,77.49
KA13 6,118.91,64.94
KA13 7,123.2,65.52
KA14 3,108.27,52.08
KA15 1,108.31,52.28
KA15 2,104.24,49.36
KA16 9,110.51,54.3
KA17 0,107.64,52.71
KA18 1,143.42,78.63
KA18 2,134.13,73.27
KA18 3,101.44,49.44
KA18 4,87.21,39.38
KA19 7,99.84,48.86
KA19 8,122.22,67.96
KA2 0,147.79,84.07
KA2 9,136.89,76.46
KA20 3,117.08,65.46
KA20 4,112.3,61.94
KA21 5,106.94,59.33
KA21 6,101.45,52.59
KA21 9,104.65,57.78
KA22 7,92.34,45.93
KA22 8,102.22,55.49
KA23 9,105.47,55.92
KA24 4,111.03,55.8
KA24 5,75.47,28.0
KA25 6,100.65,46.18
KA25 7,75.13,26.72
KA26 0,93.19,45.81
KA26 9,104.76,54.49
KA27 8,73.71,29.27
KA28 0,95.45,48.64
KA29 0,81.72,34.35
KA3 1,135.94,75.64
KA3 2,129.39,70.22
KA3 3,119.77,61.38
KA3 4,106.85,50.36
KA3 5,103.24,47.41
KA3 6,106.21,50.63
KA3 7,134.02,73.86
KA30 8,66.02,22.55
KA30 9,90.01,41.72
KA4 8,119.44,61.39
KA5 5,148.95,83.42
KA5 6,120.36,62.4
KA6 5,159.01,91.51
KA6 6,146.56,82.68
KA6 7,96.17,46.22
KA7 1,149.98,89.94
KA7 2,157.74,93.77
KA7 3,156.6,92.13
KA7 4,123.91,69.9
KA7 9,153.33,91.65
KA8 0,151.27,88.54
KA8 8,149.94,89.93
KA8 9,150.07,88.46
KA9 1,147.79,88.36
KA9 2,149.37,87.3
KA9 9,150.81,89.77
KT1 1,363.42,138.6
KT1 2,366.72,139.02
KT1 3,367.52,139.23
KT1 4,365.33,138.9
KT1 9,366.72,139.02
KT10 0,351.97,136.59
KT10 1,353.61,137.21
KT10 8,352.85,137.15
KT10 9,355.44,137.26
KT11 1,368.64,138.48
KT11 2,355.34,135.97
KT11 3,373.63,138.47
KT11 9,377.13,139.84
KT12 1,358.32,138.84
KT12 2,349.21,137.34
KT12 3,353.21,137.55
KT12 4,367.03,139.31
KT12 5,358.15,138.31
KT12 9,355.95,138.41
KT13 0,358.97,137.78
KT13 3,365.32,138.72
KT13 8,367.79,139.21
KT13 9,354.75,137.77
KT14 6,370.58,138.48
KT14 7,380.87,139.93
KT14 9,378.81,139.98
KT15 1,363.86,138.4
KT15 2,368.74,139.31
KT15 3,367.61,138.38
KT15 9,366.51,138.82
KT16 0,358.36,136.63
KT16 6,376.99,140.68
KT16 8,372.2,139.85
KT16 9,367.21,138.56
KT17 1,372.27,138.57
KT17 2,362.72,137.44
KT17 3,358.13,136.4
KT17 4,352.15,134.83
KT17 9,374.09,138.69
KT18 5,332.17,131.37
KT18 6,329.33,130.38
KT18 7,360.82,136.27
KT19 0,358.17,136.98
KT19 7,360.34,137.03
KT19 8,367.88,138.05
KT19 9,358.58,137.17
KT2 5,363.86,138.56
KT2 6,365.95,138.76
KT2 7,347.59,135.9
KT20 5,305.25,126.3
KT20 6,294.76,124.79
KT20 7,303.85,125.23
KT20 9,297.57,124.68
KT21 1,355.74,135.05
KT21 2,363.78,136.18
KT21 9,363.55,136.12
KT22 0,356.81,135.86
KT22 2,382.55,138.07
KT22 7,379.88,138.03
KT22 8,352.64,133.9
KT22 9,364.86,135.92
KT23 3,367.16,136.61
KT23 4,340.86,132.0
KT24 5,328.68,130.67
KT24 6,319.79,128.82
KT3 3,364.3,138.47
KT3 4,368.08,138.79
KT3 5,365.98,138.74
KT3 6,373.2,139.4
KT3 9,367.97,138.88
KT4 7,363.43,138.17
KT4 8,372.43,139.06
KT4 9,378.13,140.0
KT5 8,359.91,138.09
KT5 9,368.23,139.03
KT6 4,365.4,138.95
KT6 5,354.56,137.39
KT6 6,355.73,137.51
KT6 7,361.32,138.04
KT7 0,357.67,138.04
KT8 0,351.54,136.73
KT8 1,353.7,137.21
KT8 2,346.53,136.19
KT8 8,353.71,137.21
KT8 9,357.21,137.95
KT9 1,345.27,135.11
KT9 2,347.08,135.0
KT9 9,344.22,134.88
KW1 4,136.33,83.12
KW1 5,142.94,86.72
KW10 6,111.16,63.85
KW11 6,109.48,61.07
KW12 6,119.45,64.77
KW13 6,124.56,68.64
KW14 7,122.67,71.6
KW14 8,129.86,77.17
KW15 1,107.56,64.1
KW15 9,125.85,74.31
KW16 3,92.11,53.12
KW17 2,97.14,59.0
KW2 6,105.2,63.35
KW3 6,115.37,68.8
KW5 6,114.81,65.22
KW6 6,109.81,60.51
KW7 6,120.76,70.84
KW8 6,114.0,64.01
KW9 6,111.28,62.96
KY1 1,164.97,93.4
KY1 2,169.82,95.11
KY1 3,165.06,91.62
KY1 4,166.68,92.68
KY10 2,154.57,84.33
KY10 3,161.73,90.43
KY10 9,164.42,92.7
KY11 1,195.55,110.62
KY11 2,183.5,102.0
KY11 3,170.18,95.0
KY11 4,157.91,87.55
KY11 7,152.82,84.59
KY11 8,152.19,83.99
KY11 9,180.16,100.0
KY12 0,137.29,73.48
KY12 2,150.08,82.94
KY12 7,156.49,86.99
KY12 8,171.7,96.58
KY12 9,137.15,75.16
KY13 0,133.39,69.49
KY13 3,163.9,85.83
KY13 8,166.49,87.41
KY13 9,155.27,81.66
KY14 6,184.74,97.23
KY14 7,173.89,91.12
KY15 4,195.81,104.65
KY15 5,175.6,93.66
KY15 7,188.47,98.9
KY15 9,226.23,116.67
KY16 0,206.87,108.4
KY16 6,184.01,98.1
KY16 8,162.8,87.92
KY16 9,201.69,106.65
KY2 5,150.25,83.13
KY2 6,167.45,91.66
KY2 9,173.45,97.49
KY3 0,145.14,79.88
KY3 9,134.87,74.97
KY4 0,136.83,71.97
KY4 8,138.94,74.46
KY4 9,141.89,75.07
KY5 0,166.38,89.78
KY5 8,170.35,90.88
KY5 9,154.55,82.64
KY6 1,169.77,91.35
KY6 2,163.0,88.19
KY6 3,134.47,69.02
KY7 4,168.65,91.86
KY7 5,170.35,91.91
KY7 6,167.65,90.19
KY7 9,169.89,92.1
KY8 1,169.56,96.26
KY8 2,186.52,103.93
KY8 3,182.92,102.86
KY8 4,193.27,107.2
KY8 5,159.73,87.71
KY8 6,168.09,93.28
KY8 9,190.98,105.58
KY9 1,147.9,80.37
L1 0,179.3,103.69
L1 1,160.75,93.3
L1 2,160.75,93.3
L1 3,179.28,103.68
L1 4,179.29,103.69
L1 5,179.3,103.69
L1 6,160.75,93.3
L1 7,159.4,92.59
L1 8,179.29,103.69
L1 9,159.39,92.59
L10 0,176.83,100.72
L10 1,173.81,99.31
L10 2,173.47,99.33
L10 3,178.5,101.55
L10 4,176.85,100.72
L10 5,181.63,102.86
L10 6,174.6,99.61
L10 7,181.62,102.86
L10 8,174.03,99.47
L10 9,176.46,100.56
L11 0,183.85,103.96
L11 1,174.77,100.46
L11 2,176.82,101.07
L11 3,178.65,101.49
L11 4,183.03,103.55
L11 5,174.76,100.45
L11 6,186.89,105.36
L11 7,174.75,100.44
L11 8,178.59,103.34
L11 9,178.65,101.49
L12 0,185.28,104.7
L12 1,165.19,95.06
L12 2,170.37,97.36
L12 3,164.12,93.54
L12 4,177.62,101.52
L12 5,175.47,100.9
L12 6,181.06,102.81
L12 7,175.49,100.9
L12 8,170.37,97.36
L12 9,172.61,98.4
L13 0,178.61,103.34
L13 1,154.82,89.15
L13 2,159.45,91.58
L13 3,159.44,91.58
L13 4,158.83,90.42
L13 5,159.45,91.58
L13 6,159.44,91.58
L13 7,175.89,101.94
L13 8,175.88,101.94
L13 9,178.6,103.34
L14 0,170.61,96.58
L14 1,164.13,93.54
L14 2,170.59,96.57
L14 3,158.83,90.42
L14 4,174.93,99.42
L14 5,164.13,93.55
L14 6,170.61,96.59
L14 7,170.61,96.58
L14 8,182.29,102.4
L14 9,182.31,102.4
L15 0,154.83,89.16
L15 1,158.27,91.57
L15 2,158.28,91.58
L15 3,153.7,88.3
L15 4,154.82,89.15
L15 5,153.7,88.3
L15 6,152.61,87.03
L15 7,152.59,87.02
L15 8,152.6,87.03
L15 9,150.13,85.23
L16 0,149.1,83.88
L16 1,158.84,90.43
L16 2,180.41,100.38
L16 3,169.51,95.63
L16 4,169.53,95.63
L16 5,169.53,95.63
L16 6,158.84,90.43
L16 7,169.53,95.63
L16 8,149.1,83.88
L16 9,149.1,83.88
L17 0,159.26,92.62
L17 1,156.17,90.44
L17 2,159.03,92.31
L17 3,159.03,92.32
L17 4,165.55,96.39
L17 5,169.97,98.62
L17 6,163.55,95.0
L17 7,169.95,98.61
L17 8,165.55,96.39
L17 9,169.96,98.62
L18 0,150.13,85.23
L18 1,153.71,88.31
L18 2,149.1,83.88
L18 3,153.12,87.09
L18 4,159.19,92.14
L18 5,150.15,85.24
L18 6,153.12,87.09
L18 7,159.18,92.14
L18 8,156.18,90.44
L18 9,159.21,91.51
L19 0,171.38,98.48
L19 1,173.26,98.98
L19 2,172.32,98.73
L19 3,168.09,97.24
L19 4,163.36,93.24
L19 5,173.26,98.98
L19 6,173.25,98.98
L19 7,162.27,93.96
L19 8,186.02,104.33
L19 9,162.27,93.96
L2 0,179.27,103.68
L2 1,179.27,103.68
L2 2,173.15,100.27
L2 3,173.15,100.28
L2 4,179.27,103.68
L2 5,173.15,100.28
L2 6,179.27,103.68
L2 7,179.28,103.68
L2 8,173.15,100.28
L2 9,179.27,103.68
L20 0,160.53,92.57
L20 1,179.23,103.76
L20 2,154.4,87.3
L20 3,169.02,97.13
L20 4,175.91,102.25
L20 5,172.33,100.04
